col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,City Controller,,Judge Of The Superior Court,,,,,,,,,All
,Rebecca Rhynhart,Michael Tomlinson,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,All
Rebecca Rhynhart,"3,494",0,"140,845","139,412","135,013","129,637","4,801","4,033","3,504","1,941","6,993",All
Michael Tomlinson,,"1,662","6,097","4,118","4,222","3,502","24,223","23,928","22,951","21,985","1,437",All
Maria Mclaughlin,,,"1,874","135,465","133,585","128,557","4,315","4,669","1,970","1,832","4,993",All
Carolyn H Nichols,,,,"1,737","133,424","128,591","1,631","3,405","1,599",907,"6,118",All
Debbie Kunselman,,,,,293,"128,904","3,755","3,352","2,778",547,"5,983",All
Geoff Moulton,,,,,,208,"3,520",766,"2,589","1,175","2,827",All
Emil Giordano,,,,,,,198,"23,473","23,895","22,792",905,All
Mary Murray,,,,,,,,120,"22,338","22,049",942,All
Craig Stedman,,,,,,,,,107,"21,945",604,All
Wade A Kagarise,,,,,,,,,,43,536,All
Jules Mermelstein,,,,,,,,,,,177,All
Total,"159,075","33,087","151,906","148,220","142,070","135,847","30,115","28,822","27,245","24,577","8,818",All
