col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Maria Mclaughlin,22,674,663,596,67,39,18,15,47,698,622,86,26,All
Debbie Kunselman,,3,680,621,56,32,26,6,66,676,632,73,22,All
Carolyn H Nichols,,,8,605,56,13,15,11,61,672,624,65,14,All
Geoff Moulton,,,,1,11,32,19,10,42,612,577,47,16,All
Mary Murray,,,,,4,410,397,387,12,46,39,450,404,All
Emil Giordano,,,,,,3,405,400,11,35,15,434,409,All
Craig Stedman,,,,,,,3,388,9,30,12,411,401,All
Wade A Kagarise,,,,,,,,0,4,11,6,404,391,All
Jules Mermelstein,,,,,,,,,4,69,60,16,9,All
Ellen Ceisler,,,,,,,,,,5,615,62,6,All
Irene M Clark,,,,,,,,,,,5,17,10,All
Christine Fizzano Cannon,,,,,,,,,,,,9,412,All
Paul Lalley,,,,,,,,,,,,,1,All
Total,811,755,749,665,504,474,448,418,95,790,700,546,446,All
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,1
,Christine Fizzano Cannon,Ellen Ceisler,Irene M Clark,Paul Lalley,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,1
Christine Fizzano Cannon,0,11,1,28,10,7,11,8,34,33,30,31,1,1
Ellen Ceisler,,0,32,0,35,35,36,34,5,6,4,4,6,1
Irene M Clark,,,0,1,28,31,27,30,2,2,1,0,4,1
Paul Lalley,,,,0,2,1,3,2,27,27,26,25,0,1
Maria Mclaughlin,,,,,4,33,29,32,4,4,1,3,2,1
Carolyn H Nichols,,,,,,1,32,33,3,1,2,2,6,1
Geoff Moulton,,,,,,,0,32,2,6,5,4,5,1
Debbie Kunselman,,,,,,,,0,3,4,2,0,4,1
Mary Murray,,,,,,,,,1,28,26,26,1,1
Emil Giordano,,,,,,,,,,0,29,28,0,1
Craig Stedman,,,,,,,,,,,1,27,0,1
Wade A Kagarise,,,,,,,,,,,,0,0,1
Jules Mermelstein,,,,,,,,,,,,,0,1
Total,48,47,35,30,45,40,40,38,37,35,33,31,6,1
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,2
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,Jules Mermelstein,2
Ellen Ceisler,0,20,2,0,23,22,20,20,0,1,2,0,3,2
Irene M Clark,,0,0,0,20,19,18,18,0,0,1,0,3,2
Christine Fizzano Cannon,,,0,11,1,2,1,1,11,13,12,11,0,2
Paul Lalley,,,,0,0,0,0,0,13,11,11,12,0,2
Maria Mclaughlin,,,,,1,21,19,20,0,1,1,0,2,2
Debbie Kunselman,,,,,,0,20,20,0,1,2,0,3,2
Carolyn H Nichols,,,,,,,0,20,0,0,1,0,1,2
