col_1,col_2,col_3,division
,District Attorney,,All
,Lawrence S Krasner,Beth Grossman,All
Lawrence S Krasner,"1,145",0,All
Beth Grossman,,34,All
Total,"1,145",34,All
,District Attorney,,1
,Lawrence S Krasner,Beth Grossman,1
Lawrence S Krasner,28,0,1
Beth Grossman,,0,1
Total,28,0,1
,District Attorney,,2
,Lawrence S Krasner,Beth Grossman,2
Lawrence S Krasner,66,0,2
Beth Grossman,,2,2
Total,66,2,2
,District Attorney,,3
,Lawrence S Krasner,Beth Grossman,3
Lawrence S Krasner,73,0,3
Beth Grossman,,2,3
Total,73,2,3
,District Attorney,,4
,Lawrence S Krasner,Beth Grossman,4
Lawrence S Krasner,67,0,4
Beth Grossman,,2,4
Total,67,2,4
,District Attorney,,5
,Lawrence S Krasner,Beth Grossman,5
Lawrence S Krasner,73,0,5
Beth Grossman,,2,5
Total,73,2,5
,District Attorney,,6
,Lawrence S Krasner,Beth Grossman,6
Lawrence S Krasner,83,0,6
Beth Grossman,,2,6
Total,83,2,6
,District Attorney,,7
,Lawrence S Krasner,Beth Grossman,7
Lawrence S Krasner,50,0,7
Beth Grossman,,2,7
Total,50,2,7
,District Attorney,,8
,Lawrence S Krasner,Beth Grossman,8
Lawrence S Krasner,124,0,8
Beth Grossman,,2,8
Total,124,2,8
,District Attorney,,9
,Lawrence S Krasner,Beth Grossman,9
Lawrence S Krasner,89,0,9
Beth Grossman,,3,9
Total,89,3,9
,District Attorney,,10
,Lawrence S Krasner,Beth Grossman,10
Lawrence S Krasner,63,0,10
Beth Grossman,,2,10
Total,63,2,10
,District Attorney,,11
,Lawrence S Krasner,Beth Grossman,11
Lawrence S Krasner,56,0,11
Beth Grossman,,1,11
Total,56,1,11
,District Attorney,,12
,Lawrence S Krasner,Beth Grossman,12
Lawrence S Krasner,47,0,12
Beth Grossman,,0,12
Total,47,0,12
,District Attorney,,13
,Lawrence S Krasner,Beth Grossman,13
Lawrence S Krasner,62,0,13
Beth Grossman,,4,13
Total,62,4,13
,District Attorney,,14
,Lawrence S Krasner,Beth Grossman,14
Lawrence S Krasner,48,0,14
Beth Grossman,,0,14
Total,48,0,14
,District Attorney,,15
,Lawrence S Krasner,Beth Grossman,15
Lawrence S Krasner,45,0,15
Beth Grossman,,1,15
Total,45,1,15
,District Attorney,,16
,Lawrence S Krasner,Beth Grossman,16
Lawrence S Krasner,56,0,16
Beth Grossman,,3,16
Total,56,3,16
,District Attorney,,17
,Lawrence S Krasner,Beth Grossman,17
Lawrence S Krasner,59,0,17
Beth Grossman,,0,17
Total,59,0,17
,District Attorney,,18
,Lawrence S Krasner,Beth Grossman,18
Lawrence S Krasner,56,0,18
Beth Grossman,,6,18
Total,56,6,18
