col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Vincent Furlong,Mark B Cohen,Deborah Canty,Stella Tsai,Lucretia C Clemons,Shanese Johnson,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Vincent Furlong,15,"1,620","1,624","1,607","1,611","1,588","1,618","1,604","1,589","1,535","1,515",438,384,All
Mark B Cohen,,26,"1,649","1,628","1,638","1,627","1,644","1,628","1,610","1,586","1,570",143,96,All
Deborah Canty,,,8,"1,684","1,695","1,655","1,690","1,668","1,644","1,608","1,584",126,76,All
Stella Tsai,,,,2,"1,687","1,647","1,677","1,655","1,624","1,635","1,551",111,62,All
Lucretia C Clemons,,,,,5,"1,664","1,673","1,669","1,617","1,596","1,566",113,65,All
Shanese Johnson,,,,,,6,"1,638","1,641","1,608","1,569","1,565",95,61,All
Vikki Kristiansson,,,,,,,3,"1,659","1,632","1,588","1,544",119,73,All
Zac Shaffer,,,,,,,,3,"1,600","1,566","1,531",111,67,All
Deborah Cianfrani,,,,,,,,,3,"1,546","1,537",118,75,All
Ellen Ceisler,,,,,,,,,,14,"1,556",58,10,All
Irene M Clark,,,,,,,,,,,14,30,21,All
Christine Fizzano Cannon,,,,,,,,,,,,12,377,All
Paul Lalley,,,,,,,,,,,,,8,All
Total,"2,036","1,836","1,808","1,777","1,774","1,754","1,750","1,722","1,718","1,805","1,767",520,432,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Vincent Furlong,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Lucretia C Clemons,Vikki Kristiansson,Deborah Canty,Zac Shaffer,Shanese Johnson,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,1
Vincent Furlong,1,64,64,63,63,65,63,62,60,63,56,24,19,1
