col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,City Controller,,Judge Of The Commonwealth Court,,,,All
,Rebecca Rhynhart,Michael Tomlinson,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Rebecca Rhynhart,272,0,"4,886","4,091",558,171,All
Michael Tomlinson,,125,341,162,"1,710","1,551",All
Ellen Ceisler,,,92,"4,027",508,99,All
Irene M Clark,,,,14,71,35,All
Christine Fizzano Cannon,,,,,33,"1,538",All
Paul Lalley,,,,,,13,All
Total,"5,525","2,153","5,378","4,311","2,347","1,764",All
,Judge Of The Commonwealth Court,,,,City Controller,,1
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Rebecca Rhynhart,Michael Tomlinson,1
Ellen Ceisler,0,106,16,2,124,9,1
Irene M Clark,,0,0,0,103,2,1
Christine Fizzano Cannon,,,0,22,10,29,1
Paul Lalley,,,,0,0,27,1
Rebecca Rhynhart,,,,,2,0,1
Michael Tomlinson,,,,,,0,1
Total,135,106,40,27,126,36,1
,City Controller,,Judge Of The Commonwealth Court,,,,2
,Rebecca Rhynhart,Michael Tomlinson,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,2
Rebecca Rhynhart,5,0,116,97,15,0,2
Michael Tomlinson,,3,6,2,33,31,2
Ellen Ceisler,,,0,95,14,0,2
Irene M Clark,,,,0,1,0,2
Christine Fizzano Cannon,,,,,1,29,2
Paul Lalley,,,,,,0,2
Total,128,41,122,99,49,31,2
,Judge Of The Commonwealth Court,,,,City Controller,,3
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Rebecca Rhynhart,Michael Tomlinson,3
Ellen Ceisler,3,97,2,1,104,7,3
Irene M Clark,,1,1,0,94,4,3
Christine Fizzano Cannon,,,0,10,3,10,3
Paul Lalley,,,,0,1,10,3
Rebecca Rhynhart,,,,,9,0,3
Michael Tomlinson,,,,,,0,3
Total,116,101,13,11,116,17,3
,City Controller,,Judge Of The Commonwealth Court,,,,4
,Rebecca Rhynhart,Michael Tomlinson,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,4
Rebecca Rhynhart,4,0,62,55,5,1,4
Michael Tomlinson,,0,2,0,11,11,4
Ellen Ceisler,,,1,53,7,0,4
Irene M Clark,,,,0,0,1,4
Christine Fizzano Cannon,,,,,1,10,4
Paul Lalley,,,,,,1,4
Total,68,13,66,55,18,13,4
,Judge Of The Commonwealth Court,,,,City Controller,,5
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Rebecca Rhynhart,Michael Tomlinson,5
