col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Vincent Furlong,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Zac Shaffer,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Shanese Johnson,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Vincent Furlong,25,691,710,698,700,685,678,684,653,639,576,475,410,All
Stella Tsai,,5,744,715,718,721,723,676,688,690,609,120,64,All
Vikki Kristiansson,,,1,718,734,727,731,687,686,678,611,125,70,All
Deborah Cianfrani,,,,3,689,712,691,705,686,653,613,126,74,All
Zac Shaffer,,,,,1,702,713,683,677,662,596,115,65,All
Deborah Canty,,,,,,3,711,680,684,650,595,118,63,All
Lucretia C Clemons,,,,,,,1,664,678,661,597,107,53,All
Mark B Cohen,,,,,,,,5,664,618,591,115,73,All
Shanese Johnson,,,,,,,,,1,619,583,99,53,All
Ellen Ceisler,,,,,,,,,,14,615,62,6,All
Irene M Clark,,,,,,,,,,,10,17,10,All
Christine Fizzano Cannon,,,,,,,,,,,,19,412,All
Paul Lalley,,,,,,,,,,,,,3,All
Total,"1,154",802,796,787,773,762,759,753,718,790,700,546,446,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Vincent Furlong,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Lucretia C Clemons,Zac Shaffer,Shanese Johnson,Deborah Canty,Mark B Cohen,Christine Fizzano Cannon,Ellen Ceisler,Irene M Clark,Paul Lalley,1
Vincent Furlong,3,39,37,37,35,36,35,33,38,42,35,27,27,1
Stella Tsai,,0,44,40,43,41,39,39,34,17,41,30,7,1
Vikki Kristiansson,,,0,41,41,38,39,39,36,14,39,31,5,1
Deborah Cianfrani,,,,0,38,34,37,37,37,12,37,32,4,1
Lucretia C Clemons,,,,,0,38,37,38,33,13,39,29,3,1
Zac Shaffer,,,,,,0,36,35,33,15,35,26,5,1
Shanese Johnson,,,,,,,1,35,34,13,34,28,4,1
Deborah Canty,,,,,,,,0,33,11,35,27,3,1
Mark B Cohen,,,,,,,,,0,12,30,27,6,1
Christine Fizzano Cannon,,,,,,,,,,1,11,1,28,1
Ellen Ceisler,,,,,,,,,,,1,32,0,1
Irene M Clark,,,,,,,,,,,,0,1,1
Paul Lalley,,,,,,,,,,,,,1,1
Total,73,50,46,45,44,42,41,39,39,48,47,35,30,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,2
