col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,,,,,,,,All
,Vincent Furlong,Mark B Cohen,Deborah Canty,Stella Tsai,Lucretia C Clemons,Shanese Johnson,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,All
Vincent Furlong,11,"1,620","1,624","1,607","1,611","1,588","1,618","1,604","1,589","1,569","1,530","1,542","1,508",420,412,378,366,50,All
Mark B Cohen,,27,"1,649","1,628","1,638","1,627","1,644","1,628","1,610","1,622","1,582","1,565","1,538",129,114,89,82,50,All
Deborah Canty,,,4,"1,684","1,695","1,655","1,690","1,668","1,644","1,627","1,625","1,607","1,561",110,101,80,63,53,All
Stella Tsai,,,,2,"1,687","1,647","1,677","1,655","1,624","1,639","1,599","1,585","1,564",91,85,71,58,50,All
Lucretia C Clemons,,,,,4,"1,664","1,673","1,669","1,617","1,614","1,609","1,585","1,556",97,87,73,57,48,All
Shanese Johnson,,,,,,3,"1,638","1,641","1,608","1,603","1,589","1,558","1,534",92,77,60,54,44,All
Vikki Kristiansson,,,,,,,0,"1,659","1,632","1,616","1,585","1,581","1,550",106,93,75,63,46,All
Zac Shaffer,,,,,,,,3,"1,600","1,591","1,565","1,562","1,539",92,89,70,56,46,All
Deborah Cianfrani,,,,,,,,,2,"1,569","1,544","1,565","1,504",109,94,72,62,49,All
Maria Mclaughlin,,,,,,,,,,18,"1,633","1,616","1,577",72,42,18,17,26,All
Carolyn H Nichols,,,,,,,,,,,11,"1,600","1,579",54,19,13,11,41,All
Debbie Kunselman,,,,,,,,,,,,4,"1,569",64,41,31,6,34,All
Geoff Moulton,,,,,,,,,,,,,2,16,40,29,14,24,All
Mary Murray,,,,,,,,,,,,,,5,390,368,368,22,All
Emil Giordano,,,,,,,,,,,,,,,6,389,378,17,All
Craig Stedman,,,,,,,,,,,,,,,,3,371,12,All
Wade A Kagarise,,,,,,,,,,,,,,,,,0,14,All
Jules Mermelstein,,,,,,,,,,,,,,,,,,2,All
Total,"2,036","1,836","1,808","1,777","1,774","1,754","1,750","1,722","1,718","1,852","1,795","1,736","1,664",484,472,426,403,72,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,,,,,,,,1
,Vincent Furlong,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Lucretia C Clemons,Vikki Kristiansson,Deborah Canty,Zac Shaffer,Shanese Johnson,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,1
Vincent Furlong,0,64,64,63,63,65,63,62,60,64,63,57,59,23,21,18,19,1,1
Mark B Cohen,,2,64,64,64,65,63,62,61,67,65,59,59,7,7,2,4,0,1
Stella Tsai,,,0,66,67,68,67,66,63,67,65,61,61,5,4,3,3,0,1
Deborah Cianfrani,,,,0,64,66,64,63,62,63,63,60,60,5,5,3,4,0,1
Lucretia C Clemons,,,,,0,67,65,64,63,65,65,59,59,5,6,2,2,0,1
Vikki Kristiansson,,,,,,0,66,65,63,65,66,59,61,6,5,3,3,0,1
Deborah Canty,,,,,,,0,64,62,64,63,59,60,6,4,3,3,0,1
Zac Shaffer,,,,,,,,0,62,64,64,60,59,4,5,2,2,1,1
Shanese Johnson,,,,,,,,,0,62,61,57,57,3,4,1,2,0,1
Maria Mclaughlin,,,,,,,,,,0,69,64,64,5,5,0,2,0,1
Debbie Kunselman,,,,,,,,,,,0,63,64,4,6,2,1,2,1
Carolyn H Nichols,,,,,,,,,,,,1,62,1,2,0,0,1,1
Geoff Moulton,,,,,,,,,,,,,0,4,0,2,1,0,1
Emil Giordano,,,,,,,,,,,,,,0,21,20,21,1,1
Mary Murray,,,,,,,,,,,,,,,0,18,20,3,1
Craig Stedman,,,,,,,,,,,,,,,,1,19,1,1
Wade A Kagarise,,,,,,,,,,,,,,,,,0,1,1
Jules Mermelstein,,,,,,,,,,,,,,,,,,0,1
Total,85,74,72,69,69,69,68,67,63,75,73,68,66,28,27,23,22,3,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,,,,,,,,2
,Vincent Furlong,Mark B Cohen,Deborah Canty,Vikki Kristiansson,Deborah Cianfrani,Stella Tsai,Lucretia C Clemons,Zac Shaffer,Shanese Johnson,Debbie Kunselman,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,2
Vincent Furlong,0,55,58,56,54,55,55,52,50,52,51,50,48,33,35,30,29,6,2
Mark B Cohen,,5,55,53,53,51,52,51,48,52,53,51,48,11,12,7,7,7,2
Deborah Canty,,,0,59,55,57,56,56,51,55,55,53,51,8,10,6,5,6,2
Vikki Kristiansson,,,,0,53,56,55,56,51,53,53,52,49,6,9,5,4,6,2
Deborah Cianfrani,,,,,0,52,52,52,50,51,49,47,45,6,10,5,4,5,2
Stella Tsai,,,,,,0,56,54,50,52,51,50,50,5,7,4,3,5,2
Lucretia C Clemons,,,,,,,0,53,50,51,49,50,49,5,7,4,3,5,2
Zac Shaffer,,,,,,,,0,51,51,51,49,48,5,7,4,2,4,2
Shanese Johnson,,,,,,,,,0,48,48,47,44,3,7,2,2,3,2
Debbie Kunselman,,,,,,,,,,0,53,54,53,4,6,2,1,4,2
Maria Mclaughlin,,,,,,,,,,,1,54,50,2,5,0,2,2,2
Carolyn H Nichols,,,,,,,,,,,,0,50,0,3,0,2,4,2
Geoff Moulton,,,,,,,,,,,,,0,5,3,2,2,3,2
Emil Giordano,,,,,,,,,,,,,,1,34,33,31,1,2
Mary Murray,,,,,,,,,,,,,,,0,32,31,2,2
Craig Stedman,,,,,,,,,,,,,,,,0,30,2,2
Wade A Kagarise,,,,,,,,,,,,,,,,,0,2,2
Jules Mermelstein,,,,,,,,,,,,,,,,,,0,2
Total,87,75,64,60,59,58,57,56,53,63,62,59,57,42,42,35,34,7,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,,,,,,,,3
,Mark B Cohen,Vincent Furlong,Deborah Cianfrani,Lucretia C Clemons,Stella Tsai,Deborah Canty,Shanese Johnson,Vikki Kristiansson,Zac Shaffer,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,3
Mark B Cohen,6,53,53,52,51,51,50,49,49,51,49,47,46,10,9,9,8,1,3
Vincent Furlong,,0,49,47,48,47,47,46,47,45,43,44,42,18,15,15,15,1,3
Deborah Cianfrani,,,0,48,49,49,48,48,47,46,45,47,43,6,7,6,5,1,3
Lucretia C Clemons,,,,0,49,50,49,48,49,46,46,46,45,4,4,5,4,1,3
Stella Tsai,,,,,0,50,50,49,49,48,44,45,44,5,5,6,4,1,3
Deborah Canty,,,,,,0,50,49,49,45,44,46,44,4,5,6,4,1,3
Shanese Johnson,,,,,,,0,49,49,44,43,45,44,4,5,6,4,1,3
Vikki Kristiansson,,,,,,,,0,48,43,42,44,43,4,5,6,4,1,3
Zac Shaffer,,,,,,,,,0,44,43,44,43,4,4,5,4,1,3
Maria Mclaughlin,,,,,,,,,,0,49,46,45,3,2,1,2,0,3
Carolyn H Nichols,,,,,,,,,,,1,46,47,2,1,0,0,0,3
Debbie Kunselman,,,,,,,,,,,,1,46,1,2,3,1,0,3
Geoff Moulton,,,,,,,,,,,,,0,0,2,2,0,0,3
Mary Murray,,,,,,,,,,,,,,0,16,16,17,0,3
Emil Giordano,,,,,,,,,,,,,,,0,17,16,0,3
Craig Stedman,,,,,,,,,,,,,,,,0,17,0,3
Wade A Kagarise,,,,,,,,,,,,,,,,,0,0,3
Jules Mermelstein,,,,,,,,,,,,,,,,,,0,3
Total,70,63,54,54,54,52,50,49,49,58,54,51,50,21,20,19,18,1,3
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,,,,,,,,4
,Vincent Furlong,Mark B Cohen,Deborah Canty,Lucretia C Clemons,Stella Tsai,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Vikki Kristiansson,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,Jules Mermelstein,4
Vincent Furlong,0,40,43,40,39,41,40,40,39,37,36,34,35,26,23,22,20,1,4
Mark B Cohen,,3,43,41,40,42,42,40,39,40,40,38,37,8,4,5,2,1,4
Deborah Canty,,,0,43,42,43,42,41,41,42,40,37,38,8,6,5,3,1,4
