col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Stella Tsai,Vikki Kristiansson,Vincent Furlong,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,All
Ellen Ceisler,57,"4,708",516,59,"5,864","5,740","5,270","5,690","5,638","5,637","4,529","4,422","4,409",All
Irene M Clark,,10,33,27,"4,584","4,520","4,158","4,496","4,473","4,465","4,201","4,127","4,127",All
Christine Fizzano Cannon,,,17,583,672,646,"1,039",615,638,626,385,369,336,All
Paul Lalley,,,,4,219,212,624,192,207,215,177,177,154,All
Stella Tsai,,,,,15,"5,950","5,508","5,924","5,868","5,848","4,718","4,567","4,591",All
Vikki Kristiansson,,,,,,12,"5,449","5,855","5,822","5,808","4,682","4,540","4,547",All
Vincent Furlong,,,,,,,16,"5,405","5,445","5,461","4,386","4,332","4,279",All
Lucretia C Clemons,,,,,,,,3,"5,815","5,789","4,647","4,511","4,569",All
Deborah Canty,,,,,,,,,4,"5,739","4,696","4,542","4,577",All
Zac Shaffer,,,,,,,,,,2,"4,610","4,559","4,506",All
Deborah Cianfrani,,,,,,,,,,,7,"4,514","4,544",All
Mark B Cohen,,,,,,,,,,,,11,"4,435",All
Shanese Johnson,,,,,,,,,,,,,8,All
Total,"6,339","4,879","1,221",693,"6,290","6,136","6,085","6,061","6,023","6,023","4,848","4,748","4,686",All
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Stella Tsai,Deborah Canty,Vincent Furlong,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,1
Ellen Ceisler,4,244,22,2,295,294,268,290,288,288,239,232,229,1
Irene M Clark,,1,1,0,239,238,215,237,226,234,219,217,215,1
Christine Fizzano Cannon,,,0,30,28,28,49,29,28,23,19,21,16,1
Paul Lalley,,,,1,9,9,31,9,9,8,9,8,8,1
Stella Tsai,,,,,0,301,275,301,293,295,249,243,240,1
Deborah Canty,,,,,,0,277,297,292,295,248,241,241,1
Vincent Furlong,,,,,,,1,269,273,268,231,222,223,1
Vikki Kristiansson,,,,,,,,0,292,295,248,243,239,1
Zac Shaffer,,,,,,,,,0,290,243,241,236,1
Lucretia C Clemons,,,,,,,,,,0,244,239,240,1
Deborah Cianfrani,,,,,,,,,,,2,239,241,1
Mark B Cohen,,,,,,,,,,,,0,236,1
Shanese Johnson,,,,,,,,,,,,,0,1
Total,324,254,58,35,317,313,311,310,308,305,262,254,245,1
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,2
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,2
Ellen Ceisler,2,137,14,6,150,172,167,165,164,163,134,128,128,2
Irene M Clark,,0,0,1,116,133,128,129,129,126,117,116,115,2
Christine Fizzano Cannon,,,0,21,36,17,17,17,17,19,12,11,11,2
Paul Lalley,,,,0,30,8,9,10,10,12,9,9,9,2
Vincent Furlong,,,,,2,157,155,157,157,160,128,126,125,2
Stella Tsai,,,,,,0,172,171,170,170,137,132,134,2
Vikki Kristiansson,,,,,,,1,171,170,170,138,131,134,2
Lucretia C Clemons,,,,,,,,0,170,171,137,131,134,2
Deborah Canty,,,,,,,,,0,169,139,133,136,2
Zac Shaffer,,,,,,,,,,0,135,133,133,2
Deborah Cianfrani,,,,,,,,,,,0,134,134,2
Mark B Cohen,,,,,,,,,,,,1,130,2
Shanese Johnson,,,,,,,,,,,,,0,2
Total,190,141,38,30,185,183,179,178,176,176,142,138,136,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,3
,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,3
Vincent Furlong,2,212,213,212,209,195,137,137,137,204,135,55,41,3
Stella Tsai,,0,230,224,223,214,148,145,147,226,152,29,12,3
Lucretia C Clemons,,,0,220,221,210,146,142,146,220,145,28,12,3
Zac Shaffer,,,,0,220,207,144,146,143,217,148,25,12,3
Deborah Canty,,,,,1,204,149,145,144,216,146,26,11,3
Vikki Kristiansson,,,,,,0,139,133,138,204,140,22,10,3
Deborah Cianfrani,,,,,,,1,144,142,143,124,18,10,3
Mark B Cohen,,,,,,,,1,138,140,125,16,9,3
Shanese Johnson,,,,,,,,,0,139,123,17,9,3
Ellen Ceisler,,,,,,,,,,3,152,25,4,3
Irene M Clark,,,,,,,,,,,0,1,3,3
Christine Fizzano Cannon,,,,,,,,,,,,1,37,3
Paul Lalley,,,,,,,,,,,,,0,3
Total,251,243,235,233,231,218,158,155,149,246,161,67,47,3
