col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,All
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Vikki Kristiansson,Mark B Cohen,Zac Shaffer,Deborah Canty,Lucretia C Clemons,Shanese Johnson,Marissa Brumbach,Matt Wolf,All
Vincent Furlong,657,698,683,696,676,697,676,679,637,748,730,All
Deborah Cianfrani,,11,667,679,673,660,676,667,650,678,667,All
Stella Tsai,,,4,688,650,663,672,683,646,693,652,All
Vikki Kristiansson,,,,1,656,689,691,690,645,688,658,All
Mark B Cohen,,,,,8,660,653,645,633,650,647,All
Zac Shaffer,,,,,,0,670,686,643,670,661,All
Deborah Canty,,,,,,,2,674,637,664,653,All
Lucretia C Clemons,,,,,,,,0,659,674,641,All
Shanese Johnson,,,,,,,,,1,630,612,All
Marissa Brumbach,,,,,,,,,,13,683,All
Matt Wolf,,,,,,,,,,,9,All
Total,"1,552",780,770,761,745,744,741,730,683,879,824,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,1
,Vincent Furlong,Deborah Canty,Deborah Cianfrani,Stella Tsai,Mark B Cohen,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,Matt Wolf,Marissa Brumbach,1
Vincent Furlong,33,44,43,40,41,44,40,41,37,44,45,1
Deborah Canty,,1,43,43,41,46,43,44,39,44,45,1
Deborah Cianfrani,,,0,41,40,42,40,40,39,44,40,1
Stella Tsai,,,,1,39,43,43,43,39,41,42,1
Mark B Cohen,,,,,2,41,39,40,38,40,42,1
Vikki Kristiansson,,,,,,0,44,45,40,44,44,1
Zac Shaffer,,,,,,,0,43,38,43,42,1
Lucretia C Clemons,,,,,,,,0,39,41,42,1
Shanese Johnson,,,,,,,,,0,37,36,1
Matt Wolf,,,,,,,,,,1,45,1
Marissa Brumbach,,,,,,,,,,,0,1
Total,86,50,49,49,48,48,46,45,41,55,52,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,2
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Mark B Cohen,Stella Tsai,Lucretia C Clemons,Shanese Johnson,Marissa Brumbach,Matt Wolf,2
Vincent Furlong,67,83,85,84,84,82,79,80,78,91,86,2
Deborah Cianfrani,,4,86,86,82,82,80,81,80,81,81,2
Deborah Canty,,,0,87,84,85,82,81,82,82,82,2
Vikki Kristiansson,,,,0,85,83,82,83,80,82,81,2
Zac Shaffer,,,,,0,83,82,82,81,80,79,2
Mark B Cohen,,,,,,1,79,81,80,79,79,2
Stella Tsai,,,,,,,0,79,77,79,76,2
Lucretia C Clemons,,,,,,,,0,79,76,77,2
Shanese Johnson,,,,,,,,,0,75,76,2
Marissa Brumbach,,,,,,,,,,2,82,2
Matt Wolf,,,,,,,,,,,1,2
Total,171,93,92,92,89,88,86,84,82,108,92,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,3
,Vincent Furlong,Vikki Kristiansson,Deborah Cianfrani,Stella Tsai,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Zac Shaffer,Shanese Johnson,Matt Wolf,Marissa Brumbach,3
Vincent Furlong,24,47,41,43,42,42,41,41,39,46,41,3
Vikki Kristiansson,,0,41,43,43,42,40,42,39,40,40,3
Deborah Cianfrani,,,1,39,40,37,39,37,36,36,38,3
Stella Tsai,,,,0,41,42,38,39,39,37,37,3
Deborah Canty,,,,,0,40,39,40,38,38,36,3
Lucretia C Clemons,,,,,,0,36,39,39,36,37,3
Mark B Cohen,,,,,,,0,38,36,37,34,3
Zac Shaffer,,,,,,,,0,38,36,35,3
Shanese Johnson,,,,,,,,,1,34,34,3
Matt Wolf,,,,,,,,,,1,36,3
Marissa Brumbach,,,,,,,,,,,0,3
Total,79,49,45,45,43,43,42,42,40,47,45,3
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,4
,Vincent Furlong,Vikki Kristiansson,Deborah Canty,Stella Tsai,Lucretia C Clemons,Zac Shaffer,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,Marissa Brumbach,Matt Wolf,4
Vincent Furlong,36,39,38,38,37,37,35,32,31,39,35,4
Vikki Kristiansson,,0,37,39,37,38,33,32,32,36,35,4
Deborah Canty,,,0,38,35,35,33,31,31,33,33,4
Stella Tsai,,,,0,36,36,33,32,32,34,35,4
Lucretia C Clemons,,,,,0,38,33,31,31,35,34,4
Zac Shaffer,,,,,,0,33,31,31,35,35,4
Deborah Cianfrani,,,,,,,0,31,31,31,32,4
Mark B Cohen,,,,,,,,0,31,30,30,4
Shanese Johnson,,,,,,,,,0,30,29,4
Marissa Brumbach,,,,,,,,,,1,33,4
Matt Wolf,,,,,,,,,,,1,4
Total,84,41,40,40,39,39,37,34,32,42,41,4
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,5
,Vincent Furlong,Deborah Cianfrani,Lucretia C Clemons,Stella Tsai,Deborah Canty,Vikki Kristiansson,Shanese Johnson,Zac Shaffer,Mark B Cohen,Marissa Brumbach,Matt Wolf,5
Vincent Furlong,40,41,44,42,41,44,41,42,40,47,43,5
Deborah Cianfrani,,0,41,41,43,41,41,40,43,42,39,5
Lucretia C Clemons,,,0,43,43,44,43,42,40,44,37,5
Stella Tsai,,,,0,41,43,42,39,38,44,37,5
Deborah Canty,,,,,0,41,41,41,41,41,39,5
Vikki Kristiansson,,,,,,0,42,41,38,44,38,5
Shanese Johnson,,,,,,,0,39,39,40,37,5
Zac Shaffer,,,,,,,,0,39,42,40,5
Mark B Cohen,,,,,,,,,0,39,36,5
Marissa Brumbach,,,,,,,,,,1,40,5
Matt Wolf,,,,,,,,,,,1,5
Total,94,48,47,47,46,46,45,45,43,55,50,5
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,6
,Vincent Furlong,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Deborah Canty,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,Marissa Brumbach,Matt Wolf,6
Vincent Furlong,44,46,45,45,42,41,40,38,38,45,40,6
Mark B Cohen,,1,42,42,40,40,41,39,38,42,36,6
Stella Tsai,,,0,42,41,41,38,38,38,44,36,6
Deborah Cianfrani,,,,0,41,42,40,39,39,39,36,6
Vikki Kristiansson,,,,,0,42,40,38,37,41,36,6
Deborah Canty,,,,,,0,40,39,38,39,36,6
Zac Shaffer,,,,,,,0,39,38,38,35,6
Lucretia C Clemons,,,,,,,,0,38,37,34,6
Shanese Johnson,,,,,,,,,0,37,34,6
Marissa Brumbach,,,,,,,,,,1,35,6
Matt Wolf,,,,,,,,,,,1,6
Total,102,50,49,47,45,44,41,39,39,51,43,6
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,7
,Vincent Furlong,Deborah Cianfrani,Mark B Cohen,Stella Tsai,Zac Shaffer,Lucretia C Clemons,Vikki Kristiansson,Deborah Canty,Shanese Johnson,Matt Wolf,Marissa Brumbach,7
Vincent Furlong,47,43,41,36,41,38,40,37,35,45,42,7
Deborah Cianfrani,,0,39,34,38,37,38,37,36,40,41,7
Mark B Cohen,,,0,36,41,38,38,37,37,39,39,7
Stella Tsai,,,,0,36,36,35,35,33,37,38,7
Zac Shaffer,,,,,0,39,41,38,36,38,40,7
Lucretia C Clemons,,,,,,0,38,38,35,36,40,7
Vikki Kristiansson,,,,,,,0,38,35,36,39,7
Deborah Canty,,,,,,,,0,35,36,38,7
Shanese Johnson,,,,,,,,,0,34,35,7
Matt Wolf,,,,,,,,,,0,37,7
Marissa Brumbach,,,,,,,,,,,0,7
Total,100,48,46,44,44,41,41,40,37,52,49,7
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,8
,Vincent Furlong,Zac Shaffer,Mark B Cohen,Deborah Cianfrani,Stella Tsai,Lucretia C Clemons,Vikki Kristiansson,Deborah Canty,Shanese Johnson,Marissa Brumbach,Matt Wolf,8
Vincent Furlong,34,33,30,27,28,28,28,25,24,25,24,8
Zac Shaffer,,0,31,29,27,29,29,27,25,24,24,8
Mark B Cohen,,,1,30,28,28,28,26,25,22,24,8
Deborah Cianfrani,,,,2,29,29,29,26,26,22,24,8
Stella Tsai,,,,,1,28,28,26,26,22,25,8
Lucretia C Clemons,,,,,,0,29,25,26,22,24,8
Vikki Kristiansson,,,,,,,0,26,27,22,23,8
Deborah Canty,,,,,,,,0,24,22,23,8
Shanese Johnson,,,,,,,,,0,20,23,8
