col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Justice Of The Supreme Court,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Dwayne Woodruff,Sallie Mundy,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,All
Dwayne Woodruff,"6,912",0,"122,572","134,893","133,169","132,066","130,367","129,367","122,034","123,849","121,468",All
Sallie Mundy,,"4,329","31,275","9,977","9,465","9,606","10,409","9,475","9,096","7,195","8,294",All
Vincent Furlong,,,680,"128,627","128,556","128,375","128,602","128,217","121,185","119,618","120,378",All
Stella Tsai,,,,236,"138,123","136,519","137,331","135,182","126,210","126,171","123,894",All
Lucretia C Clemons,,,,,108,"136,993","136,758","135,435","125,669","127,301","124,010",All
Deborah Canty,,,,,,197,"135,465","133,948","126,537","126,302","124,468",All
Vikki Kristiansson,,,,,,,118,"134,769","125,527","124,726","123,361",All
Zac Shaffer,,,,,,,,113,"124,067","124,168","123,604",All
Deborah Cianfrani,,,,,,,,,284,"124,414","123,560",All
Shanese Johnson,,,,,,,,,,205,"123,066",All
Mark B Cohen,,,,,,,,,,,337,All
Total,"157,362","38,341","156,177","146,762","144,428","143,622","142,567","140,529","132,980","132,678","131,650",All
